Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number,image_hash
23,13,8.9,6.05,3.0,29.45,1.75,1350.0,559.0,24.58,41.4,169.86,86,-1,1984.0,,1437,9.66,2.74,3.99,9.0,2.75,9.6,3.55,,,12.37,17.05,24.55,9.41,"<a class="""" href=""https://sailboatdata.com/sailboat/stag-29/pdf"">PDF</a>",5962,08824.jpg,,Cantieri Nautici (ITA),,1989.0,,,,49 L,,121 L,,,,,,,,ffffffffff878383
25,28,13.41,10.36,4.27,83.89,1.55,15876.0,5443.0,13.56,34.29,397.54,86,-1,1981.0,22.0,1896,43.51,1.72,0.84,16.25,4.75,14.17,4.72,,,38.62,33.48,11.65,16.93,"<a class="""" href=""https://sailboatdata.com/sailboat/stamas-44/pdf"">PDF</a>",5963,08825.jpg,,Stamas Yachts Inc. (USA),4-154,1985.0,Perkins,Diesel,62.0,644 L,,"1,166 L",,,9.14,2.59,,,,3f3f7fe7ef870000
25,28,13.41,10.36,4.27,83.89,1.55,15876.0,5443.0,13.56,34.29,397.54,86,-1,1981.0,22.0,1896,43.51,1.72,0.84,16.25,4.75,14.17,4.72,,,38.62,33.48,11.65,16.93,"<a class="""" href=""https://sailboatdata.com/sailboat/stamas-44/pdf"">PDF</a>",5963,08826.jpg,,Stamas Yachts Inc. (USA),4-154,1985.0,Perkins,Diesel,62.0,644 L,,"1,166 L",,,9.14,2.59,,,,fffff7b7b7010383
16,23,8.15,5.97,2.21,31.77,1.3,1633.0,680.0,23.36,41.67,214.1,509,-1,1919.0,11.0,1219,18.28,1.89,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stamford-one-design/pdf"">PDF</a>",5964,08827.jpg,,Rice Brothers (USA),,1920.0,,,,,,,,,,,,,,fffff1f1f1fd0000
16,23,8.15,5.97,2.21,31.77,1.3,1633.0,680.0,23.36,41.67,214.1,509,-1,1919.0,11.0,1219,18.28,1.89,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stamford-one-design/pdf"">PDF</a>",5964,08828.jpg,,Rice Brothers (USA),,1920.0,,,,,,,,,,,,,,fff7f7ffe1018301
22,30,9.04,7.35,3.12,50.0,1.75,3500.0,1300.0,22.12,37.14,245.78,86,-1,1977.0,30.0,724,20.85,2.08,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/standfast-30/pdf"">PDF</a>",5965,08829.jpg,,Everse Jachtwerf (NL),,,Volvo Penta,Diesel,13.0,,,,,,,,,,,fffffffe00000080
22,30,9.04,7.35,3.12,50.0,1.75,3500.0,1300.0,22.12,37.14,245.78,86,-1,1977.0,30.0,724,20.85,2.08,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/standfast-30/pdf"">PDF</a>",5965,08830.jpg,,Everse Jachtwerf (NL),,,Volvo Penta,Diesel,13.0,,,,,,,,,,,fff7ff8581c3c3c3
23,30,10.0,7.65,3.2,43.39,1.8,4763.0,1814.0,15.64,38.1,296.43,86,-1,1977.0,,724,25.83,1.92,1.67,12.8,4.25,11.2,2.9,,,27.18,16.21,15.64,13.48,"<a class="""" href=""https://sailboatdata.com/sailboat/standfast-33/pdf"">PDF</a>",5966,08831.jpg,,Standfast Yachts (NL),,,Bukh,Diesel,27.0,49 L,,121 L,,,,,,,,fbc787f3fbfb0000
25,30,10.97,8.84,3.76,58.99,2.06,7802.0,3175.0,15.3,40.7,314.84,86,-1,1973.0,,725,30.12,1.91,1.51,14.9,4.69,13.11,3.66,,,34.98,23.97,15.29,15.63,"<a class="""" href=""https://sailboatdata.com/sailboat/standfast-36/pdf"">PDF</a>",5967,08832.jpg,,Standfast Yachts (NED),,,Perkins,Diesel,,95 L,,314 L,,,,,,,,fe3c3c3c3e0e3e00
25,30,10.97,8.84,3.76,58.99,2.06,7802.0,3175.0,15.3,40.7,314.84,86,-1,1973.0,,725,30.12,1.91,1.51,14.9,4.69,13.11,3.66,,,34.98,23.97,15.29,15.63,"<a class="""" href=""https://sailboatdata.com/sailboat/standfast-36/pdf"">PDF</a>",5967,08833.jpg,,Standfast Yachts (NED),,,Perkins,Diesel,,95 L,,314 L,,,,,,,,ff8101e7ef070087
25,30,12.19,9.91,3.99,76.09,2.13,9525.0,3992.0,17.28,41.9,273.1,86,57,1972.0,110.0,724,30.43,1.9,1.99,17.01,5.27,14.75,4.24,,,44.84,31.25,17.28,17.81,"<a class="""" href=""https://sailboatdata.com/sailboat/standfast-40/pdf"">PDF</a>",5968,08834.jpg,,Frans Maas/Standfast,MD28,1984.0,Volvo Penta,Diesel,25.0,314 L,,379 L,,,,,,,,f7f7f7fff7f78180
25,30,12.19,9.91,3.99,76.09,2.13,9525.0,3992.0,17.28,41.9,273.1,86,57,1972.0,110.0,724,30.43,1.9,1.99,17.01,5.27,14.75,4.24,,,44.84,31.25,17.28,17.81,"<a class="""" href=""https://sailboatdata.com/sailboat/standfast-40/pdf"">PDF</a>",5968,08835.jpg,,Frans Maas/Standfast,MD28,1984.0,Volvo Penta,Diesel,25.0,314 L,,379 L,,,,,,,,f7f7f7f780000783
23,30,13.0,10.06,4.0,,1.6,10000.0,4200.0,,42.0,273.87,86,-1,1985.0,,603,30.8,1.88,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/standfast-43/pdf"">PDF</a>",5969,08836.jpg,,Standfast Yachts (NL),,,Perkins,Diesel,,201 L,,598 L,,,,,,,,ffff8080e3ffc1cb
23,30,8.25,6.7,2.7,25.73,1.5,2300.0,1000.0,15.06,43.48,213.19,86,-1,1976.0,,724,18.23,2.07,2.33,9.3,3.3,8.0,2.6,,,15.35,10.4,15.07,9.87,"<a class="""" href=""https://sailboatdata.com/sailboat/standfast-loper/pdf"">PDF</a>",5970,08837.jpg,,Jachtwerf Frans Maas,,,Bukh,Diesel,10.0,,,,,,,,,,,b8ba7e7cfc780000
23,30,8.25,6.7,2.7,25.73,1.5,2300.0,1000.0,15.06,43.48,213.19,86,-1,1976.0,,724,18.23,2.07,2.33,9.3,3.3,8.0,2.6,,,15.35,10.4,15.07,9.87,"<a class="""" href=""https://sailboatdata.com/sailboat/standfast-loper/pdf"">PDF</a>",5970,08838.jpg,,Jachtwerf Frans Maas,,,Bukh,Diesel,10.0,,,,,,,,,,,f7ffffff8101c301
25,13,6.92,,1.74,26.48,1.01,671.0,,35.2,,,560,-1,1911.0,7500.0,709,,2.0,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/star-international/pdf"">PDF</a>",5971,08839.jpg,,,,,,,,,,,,,,,,,,ffff9fdf7c7c3000
25,13,6.92,,1.74,26.48,1.01,671.0,,35.2,,,560,-1,1911.0,7500.0,709,,2.0,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/star-international/pdf"">PDF</a>",5971,08840.jpg,,,,,,,,,,,,,,,,,,efcfc79393770081
25,24,6.91,4.7,1.73,26.01,1.01,862.0,386.0,29.27,44.74,231.79,509,41,1911.0,,2215,16.57,1.83,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/star-original-1911/pdf"">PDF</a>",5972,08841.jpg,,Isaac Smith (USA),,,,,,,,,,,,,,,,ffe7f3f3b781c7c7
23,30,9.13,7.68,3.2,44.13,1.7,3556.0,,19.32,,218.71,86,57,1986.0,7.0,40,19.86,2.12,2.73,12.65,3.68,10.94,3.81,,,23.27,20.85,19.31,13.17,"<a class="""" href=""https://sailboatdata.com/sailboat/star-30/pdf"">PDF</a>",5973,08842.jpg,,Star Marine (CAN),,,Volvo,Diesel,18.0,68 L,,95 L,,,,,,,,e783bfffef8181cf
12,27,4.19,,1.22,6.97,0.91,64.0,,44.53,,,86,-1,1970.0,,-1,,3.08,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/star-dancer-14/pdf"">PDF</a>",5974,08843.jpg,0.3,Edo Western Corp. (USA),,,,,,,,,,,,,,,,000006fff7bfbf80
12,27,4.17,3.81,1.22,7.62,0.71,59.0,,51.15,,29.71,86,-1,1969.0,4000.0,1268,2.46,3.16,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/starfish/pdf"">PDF</a>",5975,08844.jpg,0.1,Fillip Manufacturing (USA),,2005.0,,,,,,,,,,,,,,efcff3c3859cffff
10,6,2.95,,1.19,5.2,,59.0,,34.93,,,86,-1,,,-1,,3.1,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/starlette/pdf"">PDF</a>",5976,08845.jpg,0.41,Starcraft Marine,,,,,,,,,,,,,,,,7f7ff9d99f7f0000
65,30,11.0,8.56,3.51,53.33,1.45,5987.0,2404.0,16.5,40.15,266.15,86,57,1991.0,50.0,2037,25.88,1.95,1.98,13.72,4.04,11.81,4.34,,,27.7,25.65,16.51,14.3,"<a class="""" href=""https://sailboatdata.com/sailboat/starlight-35/pdf"">PDF</a>",5977,08846.jpg,,Sadler/Starlight Rival Bowman (UK) ,MD2030,1997.0,Volvo Penta,Diesel,29.0,114 L,,189 L,,,,,,,,ffffff3e1c000100
65,30,11.0,8.56,3.51,53.33,1.45,5987.0,2404.0,16.5,40.15,266.15,86,57,1991.0,50.0,2037,25.88,1.95,1.98,13.72,4.04,11.81,4.34,,,27.7,25.65,16.51,14.3,"<a class="""" href=""https://sailboatdata.com/sailboat/starlight-35/pdf"">PDF</a>",5977,08847.jpg,,Sadler/Starlight Rival Bowman (UK) ,MD2030,1997.0,Volvo Penta,Diesel,29.0,114 L,,189 L,,,,,,,,f7e7e7fff7008981
65,30,11.84,9.68,3.81,66.24,1.62,8958.0,3229.0,15.67,36.05,275.46,86,57,1990.0,34.0,2037,31.18,1.85,1.83,15.24,4.48,13.18,4.88,,,34.14,32.14,15.68,15.88,"<a class="""" href=""https://sailboatdata.com/sailboat/starlight-39/pdf"">PDF</a>",5978,08848.jpg,,David Sadler (UK),3JH3,1994.0,Yanmar,Diesel,40.0,151 L,,189 L,,,,,,17.32,,043ffff8f9f33800
22,30,14.1,12.1,4.47,104.98,2.29,13154.0,5216.0,19.23,39.65,206.91,353,57,2000.0,,2037,30.08,1.91,2.87,19.5,5.56,16.66,6.1,,,54.21,50.81,19.24,20.28,"<a class="""" href=""https://sailboatdata.com/sailboat/starlight-46/pdf"">PDF</a>",5979,08849.jpg,,Bowman Yachts,5-280HE,,Nanni,Diesel,62.0,455 L,,545 L,,,,,,,,ffffdfc7060800e0
10,4,2.91,,1.23,,,41.0,,,,,590,-1,1969.0,1200.0,522,,3.61,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/starling-dinghy-nz/pdf"">PDF</a>",5980,08850.jpg,,,,,,,,,,,,,,,,,,ffffffffff00c000
34,13,6.2,5.5,2.45,22.2,1.45,750.0,200.0,27.41,26.68,125.69,86,-1,1978.0,300.0,1775,8.49,2.72,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/start-6/pdf"">PDF</a>",5981,08851.jpg,0.45,Mallard (FRA),,1981.0,,,,,,,,,,,,,,fff700ffffc3f1e7
24,30,7.2,6.3,2.64,30.66,1.4,1500.0,550.0,23.85,36.68,167.17,86,-1,1978.0,340.0,1775,13.37,2.33,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/start-7/pdf"">PDF</a>",5982,08852.jpg,,Mallard (FRA),,1986.0,,,,,,,,,,,,,,f7f7e7ffc701c3c3
12,6,4.11,3.81,1.45,8.08,0.96,68.0,,49.34,,34.29,86,-1,1980.0,,-1,2.27,3.58,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/starwind-135/pdf"">PDF</a>",5983,08853.jpg,0.13,Starwind/Wellcraft (USA),,,,,,,,,,,,,,,,f9f1f1f3b7878000
34,13,5.66,4.75,2.29,14.12,1.37,612.0,179.0,19.95,29.26,159.36,86,-1,1982.0,600.0,1193,8.64,2.72,3.64,6.1,1.83,6.4,2.69,,,5.57,8.6,20.03,6.36,"<a class="""" href=""https://sailboatdata.com/sailboat/starwind-19/pdf"">PDF</a>",5984,08854.jpg,0.46,Wellcraft Marine/Rebel Industries (USA),,,,,,,,,,,,,,,,ffb7071e0e7c7800
34,13,5.66,4.75,2.29,14.12,1.37,612.0,179.0,19.95,29.26,159.36,86,-1,1982.0,600.0,1193,8.64,2.72,3.64,6.1,1.83,6.4,2.69,,,5.57,8.6,20.03,6.36,"<a class="""" href=""https://sailboatdata.com/sailboat/starwind-19/pdf"">PDF</a>",5984,08855.jpg,0.46,Wellcraft Marine/Rebel Industries (USA),,,,,,,,,,,,,,,,fff7ffff8200c181
34,13,6.71,5.79,2.36,19.32,1.37,1179.0,352.0,17.64,29.81,169.23,86,-1,1982.0,,899,13.2,2.26,3.18,7.16,2.59,7.32,2.74,,,9.28,10.03,17.63,7.62,"<a class="""" href=""https://sailboatdata.com/sailboat/starwind-22/pdf"">PDF</a>",5985,08856.jpg,0.58,Chrysler (USA),,,,,,,,,,,,,,,,0018183c3c7c7c06
34,13,6.78,5.89,2.59,20.35,1.52,1104.0,318.0,19.41,28.75,150.51,86,57,1984.0,,453,10.76,2.53,3.72,6.86,2.34,7.62,3.28,,,8.02,12.48,19.55,7.25,"<a class="""" href=""https://sailboatdata.com/sailboat/starwind-223/pdf"">PDF</a>",5986,08857.jpg,0.56,Wellcraft Marine/Rebel Industries (USA),,,,,,,,,,,,,,,,f7f7fbffa201c7c1
23,30,8.13,6.86,2.95,32.14,1.5,2359.0,907.0,18.5,38.46,203.8,86,-1,1984.0,,1193,16.47,2.24,2.83,10.52,3.2,8.99,3.4,,,16.83,15.29,18.48,10.99,"<a class="""" href=""https://sailboatdata.com/sailboat/starwind-27/pdf"">PDF</a>",5987,08858.jpg,,Starwind/Wellcraft/Chrysler (USA),,,,,,,,53 L,,,,,,,,300018321efef800
23,30,8.13,6.86,2.95,32.14,1.5,2359.0,907.0,18.5,38.46,203.8,86,-1,1984.0,,1193,16.47,2.24,2.83,10.52,3.2,8.99,3.4,,,16.83,15.29,18.48,10.99,"<a class="""" href=""https://sailboatdata.com/sailboat/starwind-27/pdf"">PDF</a>",5987,08859.jpg,,Starwind/Wellcraft/Chrysler (USA),,,,,,,,53 L,,,,,,,,f7f7f7f78600c181
51,13,5.79,,2.24,17.28,1.14,400.0,120.0,32.42,30.05,,86,-1,1974.0,,591,,3.07,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/status-580/pdf"">PDF</a>",5988,08860.jpg,0.15,Rob Legg (AUS),,,,,,,,,,,,,,,,ffffdfff00104000
11,4,4.41,,1.72,8.55,1.07,77.0,,48.0,,,86,-1,2006.0,,2117,,4.07,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stealth/pdf"">PDF</a>",5989,08861.jpg,0.13,CL Sailboats (CAN),,,,,,,,,,,,,,,,ffdf3f7f7f000000
42,13,8.46,6.1,2.29,31.4,1.17,2740.0,1261.0,16.36,46.03,337.05,536,41,1959.0,102.0,309,28.54,1.65,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stella-26/pdf"">PDF</a>",5990,08862.jpg,,Tucker Brown & Co. (UK),,1972.0,,,,,,,,,,,,,,ffffffc1000007c7
42,13,8.46,6.1,2.29,31.4,1.17,2740.0,1261.0,16.36,46.03,337.05,536,41,1959.0,102.0,309,28.54,1.65,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stella-26/pdf"">PDF</a>",5990,08863.jpg,,Tucker Brown & Co. (UK),,1972.0,,,,,,,,,,,,,,fff7ffc7c381c301
24,30,9.12,8.0,3.05,36.98,1.6,2631.0,907.0,19.79,34.48,143.15,86,-1,1984.0,,1131,15.26,2.23,3.87,11.05,3.66,9.3,3.61,,,20.21,16.76,19.78,11.64,"<a class="""" href=""https://sailboatdata.com/sailboat/stellar-30/pdf"">PDF</a>",5991,08864.jpg,,Stellar Technology (USA),,,Yanmar,Diesel,9.0,45 L,,91 L,,,,,,,,f7f7e7f7f7f78000
42,30,8.53,6.71,2.59,,1.45,4990.0,1814.0,,36.36,461.19,509,41,1963.0,19.0,987,41.28,1.53,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/sterling-28/pdf"">PDF</a>",5992,08865.jpg,,Uphams (UK),,1965.0,,,,,,,,,,,,,,00d7fbfbf9eb1e00
19,13,10.0,9.32,3.38,52.3,2.0,4200.0,1500.0,20.5,35.72,144.55,86,-1,2006.0,3.0,1718,18.58,2.12,3.95,13.1,3.56,12.63,4.59,,,23.32,28.99,20.5,13.58,"<a class="""" href=""https://sailboatdata.com/sailboat/stern-33/pdf"">PDF</a>",5993,08866.jpg,1.82,Parnu Yachts (ESTONIA),,2008.0,Yanmar w/saildrive,Diesel,,49 L,,98 L,,,,,,,,c38787dfffb70800
34,9,12.37,9.73,3.73,71.26,1.98,10886.0,3416.0,14.81,31.38,329.44,86,-1,1982.0,,2021,38.2,1.7,1.38,15.85,5.01,13.85,4.57,,,39.73,31.67,14.84,16.62,"<a class="""" href=""https://sailboatdata.com/sailboat/stevens-40/pdf"">PDF</a>",5994,08867.jpg,1.37,Grand Harbour Yachts (TAIWAN),,,Universal,Diesel,44.0,273 L,,591 L,,,,,,,,ffffffff0100ff83
25,9,12.8,10.1,3.81,72.37,1.89,13063.0,2585.0,13.32,19.79,353.25,86,-1,1988.0,,2021,43.03,1.63,1.14,16.12,5.0,14.02,4.57,,,40.3,32.05,13.32,16.88,"<a class="""" href=""https://sailboatdata.com/sailboat/stevens-42/pdf"">PDF</a>",5995,08868.jpg,,Grand Harbour Yachts (TAIWAN),M50,,Universal,Diesel,42.0,,,,,,,,,,,fffffff7826cc181
25,9,14.27,11.51,4.34,97.73,1.83,14515.0,6577.0,16.77,45.31,265.55,86,-1,1981.0,56.0,2021,35.52,1.8,2.01,18.29,5.79,16.31,5.49,,,52.95,44.73,16.76,19.18,"<a class="""" href=""https://sailboatdata.com/sailboat/stevens-47/pdf"">PDF</a>",5996,08869.jpg,,Queen Long (TAIWAN),,1986.0,Ford Lehman,Diesel,30.0,379 L,,946 L,,,,,,,,00081c1c3e3e3e00
25,9,14.27,11.51,4.34,97.73,1.83,14515.0,6577.0,16.77,45.31,265.55,86,-1,1981.0,56.0,2021,35.52,1.8,2.01,18.29,5.79,16.31,5.49,,,52.95,44.73,16.76,19.18,"<a class="""" href=""https://sailboatdata.com/sailboat/stevens-47/pdf"">PDF</a>",5996,08870.jpg,,Queen Long (TAIWAN),,1986.0,Ford Lehman,Diesel,30.0,379 L,,946 L,,,,,,,,ffffffff83030303
25,9,15.24,11.51,4.37,107.12,1.83,14152.0,5443.0,18.69,38.46,258.91,86,-1,1985.0,,2021,33.59,1.82,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stevens-50/pdf"">PDF</a>",5997,08871.jpg,,Queen Long (TAIWAN),,,Yanmar,Diesel,,,,,,,,,,,,ffffffc3001f0343
25,9,15.24,11.51,4.37,98.01,1.91,14152.0,7257.0,17.1,51.28,258.91,86,-1,1986.0,,2021,33.59,1.82,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stevens-50-ph/pdf"">PDF</a>",5998,08872.jpg,,Queen Long (TAIWAN),,,Yanmar,Diesel,100.0,757 L,,984 L,,,,,,,,f74099ffef8381c3
4,13,7.01,6.55,4.22,32.52,1.07,397.0,,61.32,,39.3,86,-1,1985.0,,1748,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stiletto-23/pdf"">PDF</a>",5999,08873.jpg,0.18,Force Engineering (USA),,,,,,,,,,1.47,,,,,,efc7c78787870100
2,12,8.18,7.32,4.22,31.22,1.22,499.0,,50.55,,35.52,292,-1,1976.0,500.0,206,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stiletto-27/pdf"">PDF</a>",6000,08874.jpg,0.23,Force Engineering (USA),,,,,,,,,,1.35,,,,,,80f1ffffff005004
2,12,8.18,7.32,4.22,31.22,1.22,499.0,,50.55,,35.52,292,-1,1976.0,500.0,206,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stiletto-27/pdf"">PDF</a>",6000,08875.jpg,0.23,Force Engineering (USA),,,,,,,,,,1.35,,,,,,efcfefe681010f0f
3,13,8.18,7.32,4.22,31.22,1.22,712.0,,39.88,,50.7,163,-1,1978.0,,205,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stiletto-27-spec-ed/pdf"">PDF</a>",6001,08876.jpg,0.23,Force Engineering (USA),,,,,,,,,,1.13,,,,,,ffe7ffc3cb818185
4,12,8.94,8.18,5.43,37.16,1.22,953.0,,39.12,,48.54,617,-1,1982.0,,1748,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stiletto-30/pdf"">PDF</a>",6002,08877.jpg,0.27,Force Engineering (USA),,,,,,,,,,1.13,,,,,,dfc3cbc1c1d90000
4,12,8.94,8.18,5.43,37.16,1.22,953.0,,39.12,,48.54,617,-1,1982.0,,1748,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stiletto-30/pdf"">PDF</a>",6002,08878.jpg,0.27,Force Engineering (USA),,,,,,,,,,1.13,,,,,,efe7e7ef83098781
24,13,5.5,,1.6,14.96,0.73,500.0,200.0,24.19,40.02,,583,41,1913.0,500.0,1151,,2.04,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stjarnbat/pdf"">PDF</a>",6003,08879.jpg,,"Bothén, Bertil",,1930.0,,,,,,,,,,,,,,0f0213ffffff0000
24,13,5.5,,1.6,14.96,0.73,500.0,200.0,24.19,40.02,,583,41,1913.0,500.0,1151,,2.04,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stjarnbat/pdf"">PDF</a>",6003,08880.jpg,,"Bothén, Bertil",,1930.0,,,,,,,,,,,,,,f7f7f7f3f3fb0001
42,9,8.61,5.59,2.16,31.49,1.09,2037.0,907.0,19.99,44.54,325.47,634,57,1931.0,150.0,1968,24.0,1.72,1.67,8.69,3.2,7.85,3.91,,,13.9,15.35,18.56,9.26,"<a class="""" href=""https://sailboatdata.com/sailboat/stone-horse-26/pdf"">PDF</a>",6004,08881.jpg,,Edey & Duff (USA),Vire,,Westerbeke,Gas,6.0,19 L,,45 L,,,,,,9.85,,efefa7a783b70000
42,9,8.61,5.59,2.16,31.49,1.09,2037.0,907.0,19.99,44.54,325.47,634,57,1931.0,150.0,1968,24.0,1.72,1.67,8.69,3.2,7.85,3.91,,,13.9,15.35,18.56,9.26,"<a class="""" href=""https://sailboatdata.com/sailboat/stone-horse-26/pdf"">PDF</a>",6004,08882.jpg,,Edey & Duff (USA),Vire,,Westerbeke,Gas,6.0,19 L,,45 L,,,,,,9.85,,e00187efc7c1e3ff
25,30,10.08,7.87,3.4,40.0,1.65,4800.0,1400.0,14.34,29.17,274.12,86,42,1977.0,61.0,1417,23.53,2.03,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/storebro-royal-33/pdf"">PDF</a>",6005,08883.jpg,,Storebro Bruk AB (SWE),MD 17C,1984.0,Volvo Penta,Diesel,35.0,150 L,,200 L,,,,,,13.5,,fffffb08c4f90000
25,30,10.08,7.87,3.4,40.0,1.65,4800.0,1400.0,14.34,29.17,274.12,86,42,1977.0,61.0,1417,23.53,2.03,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/storebro-royal-33/pdf"">PDF</a>",6005,08884.jpg,,Storebro Bruk AB (SWE),MD 17C,1984.0,Volvo Penta,Diesel,35.0,150 L,,200 L,,,,,,13.5,,ffffffffff008101
42,30,7.6,6.3,2.4,28.52,1.29,3100.0,1300.0,13.68,41.94,345.47,112,57,1969.0,220.0,440,30.81,1.66,1.21,9.85,3.0,8.35,3.3,,,14.77,13.78,13.7,10.3,"<a class="""" href=""https://sailboatdata.com/sailboat/storfidra-25/pdf"">PDF</a>",6006,08885.jpg,,AB Fisksätra Varv (SWE),MD 2A,,Volvo,Diesel,12.0,,,,,,,,,12.01,,00081c3c3cff7c3c
42,30,7.6,6.3,2.4,28.52,1.29,3100.0,1300.0,13.68,41.94,345.47,112,57,1969.0,220.0,440,30.81,1.66,1.21,9.85,3.0,8.35,3.3,,,14.77,13.78,13.7,10.3,"<a class="""" href=""https://sailboatdata.com/sailboat/storfidra-25/pdf"">PDF</a>",6006,08886.jpg,,AB Fisksätra Varv (SWE),MD 2A,,Volvo,Diesel,12.0,,,,,,,,,12.01,,f7e7e7ff01008181
34,30,8.3,6.55,2.5,31.22,1.85,1600.0,600.0,23.26,37.51,158.65,86,-1,1966.0,,591,14.24,2.16,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/storm-jeanneau/pdf"">PDF</a>",6007,08887.jpg,0.75,Jeanneau (FRA),,,,,,,,68 L,,,,,,,,ffffffffff0001ff
23,30,10.11,8.23,3.51,48.59,1.68,5130.0,1910.0,16.67,37.22,256.52,86,-1,1986.0,141.0,602,23.42,2.05,2.12,13.23,4.3,11.48,3.71,,,28.47,21.27,17.06,13.91,"<a class="""" href=""https://sailboatdata.com/sailboat/storm-33-westerly/pdf"">PDF</a>",6008,08888.jpg,,Westerly Marine Ltd. (UK),2002.0,1993.0,Volvo,Diesel,18.0,64 L,,303 L,,,,,,,,ffffffffe0003800
24,13,5.25,4.7,2.0,12.91,0.76,425.0,185.0,23.27,43.54,114.09,86,-1,1966.0,,1706,7.4,2.68,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stortriss-mki/pdf"">PDF</a>",6009,08889.jpg,,ABC fabrikerna,,1977.0,,,,,,,,,,,,,,fffff06081030f7f
24,13,5.25,4.7,2.0,11.8,0.95,585.0,185.0,17.18,31.63,157.07,86,41,1969.0,1000.0,1706,10.19,2.41,3.3,5.3,1.65,5.85,2.55,,,4.37,7.46,17.23,5.55,"<a class="""" href=""https://sailboatdata.com/sailboat/stortriss-mkii/pdf"">PDF</a>",6010,08890.jpg,,ABC Fabrikerna,,1977.0,,,,,,,,,,,,,,effff0f070c04000
24,13,5.25,4.7,2.0,11.8,0.95,585.0,185.0,17.18,31.63,157.07,86,41,1969.0,1000.0,1706,10.19,2.41,3.3,5.3,1.65,5.85,2.55,,,4.37,7.46,17.23,5.55,"<a class="""" href=""https://sailboatdata.com/sailboat/stortriss-mkii/pdf"">PDF</a>",6010,08891.jpg,,ABC Fabrikerna,,1977.0,,,,,,,,,,,,,,f7f3f3f3f3f38101
10,13,4.9,4.35,1.58,12.73,3.5,120.0,,53.18,,40.71,590,-1,1970.0,1200.0,663,3.09,3.23,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/strale/pdf"">PDF</a>",6011,08892.jpg,0.42,,,,,,,,,,,,,,,,,e7e7c7d7b7a001ef
