Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number
42,30,7.69,6.4,2.85,21.73,1.14,4572.0,2134.0,8.05,46.68,485.86,89,39,1974.0,,2242,35.61,1.73,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/fisher-25-ms/pdf"">PDF</a>",2419,03604.jpg,,943,-1,,9,12,76,123,,103,-1,,,,,,
16,13,10.69,7.62,2.79,56.58,1.8,6033.0,2928.0,17.42,48.53,380.0,506,52,1959.0,18.0,358,38.38,1.55,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/jolina-35/pdf"">PDF</a>",3416,05108.jpg,,10,-1,,125,48,-1,186,,72,-1,,,,,,
24,30,7.64,6.3,2.8,29.17,1.07,2041.0,680.0,18.48,33.33,227.48,89,52,1976.0,,49,16.52,2.22,2.55,10.06,3.26,8.53,2.99,,,16.4,12.75,18.47,10.57,"<a class="""" href=""https://sailboatdata.com/sailboat/columbia-76/pdf"">PDF</a>",1280,01910.jpg,,2898,-1,1986.0,-1,-1,-1,-1,,283,-1,,,,,,
25,30,11.1,9.14,3.48,52.95,1.37,8029.0,3311.0,13.48,41.24,292.66,89,52,1976.0,,2216,33.44,1.76,1.5,13.11,4.57,11.58,3.96,,,29.96,22.95,13.47,13.88,"<a class="""" href=""https://sailboatdata.com/sailboat/pearson-365/pdf"">PDF</a>",4886,07276.jpg,,2064,162,1982.0,98,12,137,92,,266,-1,,,,,,
36,13,6.8,6.25,2.48,26.94,1.19,670.0,235.0,35.85,35.07,76.54,89,-1,1989.0,,843,6.64,2.86,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/spider-22/pdf"">PDF</a>",5911,08756.jpg,0.1,1077,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
63,30,6.27,5.64,2.11,16.44,0.71,1179.0,499.0,15.01,42.31,183.32,89,39,1962.0,,1760,15.96,2.02,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/kingfisher-20/pdf"">PDF</a>",3516,05248.jpg,,2882,-1,,-1,-1,-1,74,,195,-1,,,,,,
24,30,6.65,5.72,2.11,20.07,1.14,1134.0,435.0,18.81,38.4,169.31,89,-1,1973.0,,575,14.92,2.04,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/pandora-international/pdf"">PDF</a>",4828,07183.jpg,,2302,-1,1976.0,-1,-1,-1,-1,,-1,-1,,,,,,
23,30,10.9,9.27,3.62,80.08,1.85,7300.0,2700.0,21.72,36.98,255.49,89,39,1980.0,,1330,28.77,1.89,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/granada-35/pdf"">PDF</a>",2664,03958.jpg,,1100,-1,,150,12,77,55,,118,-1,,,,,,
16,28,12.8,11.94,3.86,,1.8,10773.0,,,,176.42,89,-1,1976.0,,2028,31.21,1.77,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/olympic-42/pdf"">PDF</a>",4679,06957.jpg,,1978,-1,,-1,-1,-1,113,,335,-1,,,,,,
25,13,3.0,2.55,0.81,3.99,0.7,120.0,88.0,16.69,73.21,201.75,89,52,1981.0,,1277,12.66,1.65,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mini-12/pdf"">PDF</a>",4043,06026.jpg,,-1,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
11,13,7.87,7.16,2.41,21.93,1.62,1293.0,544.0,18.83,42.11,98.04,89,81,1986.0,,1886,11.56,2.24,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/macgregor-26d/pdf"">PDF</a>",3788,05643.jpg,0.38,1605,-1,1989.0,-1,-1,-1,-1,,-1,-1,,,,,,
19,13,10.08,8.62,3.4,43.76,1.85,4700.0,1300.0,15.91,27.66,204.53,89,-1,2005.0,,2104,21.71,2.05,2.52,12.35,3.55,11.2,3.9,,,21.93,21.84,15.91,12.85,"<a class="""" href=""https://sailboatdata.com/sailboat/dufour-325-grand-large/pdf"">PDF</a>",1825,02696.jpg,,825,-1,,143,12,51,337,,92,-1,,,,,,
34,9,11.28,9.14,3.1,55.74,2.54,5216.0,2495.0,18.91,47.83,190.15,89,-1,1981.0,,-1,25.21,1.81,2.64,11.58,4.57,10.52,3.66,,,26.48,19.23,15.5,12.45,"<a class="""" href=""https://sailboatdata.com/sailboat/dockrell-37/pdf"">PDF</a>",1753,02591.jpg,1.14,799,-1,,115,12,-1,-1,1.88,-1,-1,,,,,13.41,
23,14,10.55,8.5,3.25,50.07,1.85,4500.0,1800.0,18.74,40.0,204.16,89,-1,1981.0,200.0,1660,21.93,1.99,2.85,11.49,3.75,13.01,4.39,,,21.54,28.56,18.75,12.09,"<a class="""" href=""https://sailboatdata.com/sailboat/maxi-mixer-35/pdf"">PDF</a>",3959,05906.jpg,,1697,553,1985.0,143,12,45,233,,65,-1,,,,,,
11,13,5.18,4.18,1.42,6.32,0.61,45.0,,50.52,,17.36,523,-1,2008.0,1200.0,1198,1.35,4.03,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/clc-northeaster-dory/pdf"">PDF</a>",1193,01781.jpg,0.13,578,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
24,13,6.25,5.4,2.8,22.95,1.3,780.0,280.0,27.59,35.87,138.0,89,-1,1977.0,120.0,1093,7.46,3.07,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/neptune-625/pdf"">PDF</a>",4385,06509.jpg,,2475,-1,1980.0,-1,-1,-1,-1,,-1,-1,,,,,,
28,13,6.86,5.11,2.13,21.83,0.91,1361.0,544.0,18.12,40.0,284.99,89,-1,1962.0,1776.0,334,18.78,1.94,1.95,7.62,2.29,7.75,3.38,,,8.71,13.08,18.09,7.96,"<a class="""" href=""https://sailboatdata.com/sailboat/ensign-pearson/pdf"">PDF</a>",2039,03013.jpg,,2064,-1,1982.0,-1,-1,-1,-1,1.17,-1,-1,,,,,,
12,13,3.83,,1.42,7.9,0.98,59.0,,53.02,,,582,-1,1969.0,,1081,,3.69,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/pacer/pdf"">PDF</a>",4794,07133.jpg,,2170,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
40,30,15.39,12.88,4.65,100.15,1.75,14288.0,,17.36,,186.46,89,-1,1987.0,,371,28.91,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/csy-505/pdf"">PDF</a>",1556,02307.jpg,,720,209,,176,12,178,-1,,-1,-1,,,,,,
23,30,10.06,8.53,3.05,44.22,1.83,3175.0,1361.0,20.88,42.86,142.36,89,52,1978.0,15.0,202,17.08,2.09,4.04,12.57,4.11,10.21,3.6,,,25.87,18.36,20.88,13.23,"<a class="""" href=""https://sailboatdata.com/sailboat/santa-cruz-33/pdf"">PDF</a>",5420,08054.jpg,,316,-1,1981.0,-1,-1,-1,-1,,-1,-1,,,,,,
9,13,6.1,5.64,2.13,19.05,1.52,431.0,,34.0,,66.98,89,-1,1969.0,,653,5.8,2.85,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/ford-20/pdf"">PDF</a>",2479,03690.jpg,0.2,160,-1,,-1,-1,-1,-1,,-1,-1,,,,,7.39,
19,13,9.55,8.26,3.0,38.46,1.65,3400.0,,17.35,,168.14,221,39,1989.0,,148,19.43,2.01,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/bavaria-300/pdf"">PDF</a>",466,00687.jpg,,276,44,,150,12,45,349,,70,-1,,,,,,
25,28,12.14,9.91,3.96,67.63,1.37,9072.0,2722.0,15.87,30.0,260.09,89,-1,1972.0,,16,29.26,1.92,1.68,13.49,4.51,11.58,4.27,,,30.42,24.71,12.94,14.22,"<a class="""" href=""https://sailboatdata.com/sailboat/midshipman-40-cheoy-lee/pdf"">PDF</a>",4034,06011.jpg,,573,-1,,98,12,127,254,,308,-1,,8.23,3.05,,,
32,9,14.95,13.25,4.49,119.94,2.81,13500.0,4800.0,21.6,35.56,161.75,14,39,2007.0,,257,28.34,1.91,3.27,18.53,5.69,16.63,5.36,,,52.72,44.58,17.52,19.38,"<a class="""" href=""https://sailboatdata.com/sailboat/ovni-495/pdf"">PDF</a>",4754,07071.jpg,0.95,120,363,,143,12,188,261,,364,-1,,,,,20.35,
23,30,12.93,10.4,3.81,77.67,2.16,8943.0,4082.0,18.4,45.65,221.58,89,52,1976.0,21.0,293,28.8,1.85,2.61,17.2,5.39,15.24,4.11,,,46.31,31.35,18.4,18.02,"<a class="""" href=""https://sailboatdata.com/sailboat/baltic-42/pdf"">PDF</a>",416,00612.jpg,,252,-1,1980.0,-1,-1,-1,-1,,-1,-1,,,,,,
5,13,12.99,12.99,7.39,99.0,1.5,7600.0,,26.14,,96.62,192,-1,2014.0,,403,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/ts-42/pdf"">PDF</a>",6580,09731.jpg,,1674,86,,-1,12,93,88,,117,-1,0.82,,,,20.0,
40,23,5.49,5.12,1.96,18.86,0.46,454.0,,32.54,,94.15,470,-1,1963.0,,2226,7.56,2.57,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/packet-pearson/pdf"">PDF</a>",4818,07167.jpg,,1252,20,,63,48,115,-1,,-1,-1,,,,,,
65,30,11.0,8.56,3.51,53.33,1.45,5987.0,2404.0,16.5,40.15,266.15,89,52,1991.0,50.0,1987,25.88,1.95,1.98,13.72,4.04,11.81,4.34,,,27.7,25.65,16.51,14.3,"<a class="""" href=""https://sailboatdata.com/sailboat/starlight-35/pdf"">PDF</a>",5977,08847.jpg,,2315,520,1997.0,150,12,81,58,,106,-1,,,,,,
5,13,14.76,14.31,8.03,159.5,1.4,18400.0,,23.37,,174.98,494,-1,2019.0,,2141,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/excess-15/pdf"">PDF</a>",2160,03200.jpg,,920,270,,1,12,165,2,,233,-1,0.7,,,,27.9,
11,13,4.25,4.0,1.52,7.62,0.6,77.0,,42.78,,33.6,89,-1,1971.0,,1687,2.31,3.6,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/crestwind/pdf"">PDF</a>",1529,02267.jpg,0.18,2409,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
10,13,4.57,4.27,1.78,11.43,0.71,109.0,,51.0,,39.05,89,-1,1959.0,,2092,2.48,3.75,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/wineglass-15/pdf"">PDF</a>",6957,10266.jpg,0.15,2697,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
30,5,5.33,,3.35,6.22,,118.0,,26.34,,,582,-1,1976.0,,521,,6.9,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/nite-iceboat/pdf"">PDF</a>",4465,06629.jpg,,2303,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
42,13,4.8,3.81,1.68,13.56,0.91,733.0,288.0,17.01,39.32,369.14,506,52,1947.0,,2027,19.1,1.88,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/half-pint-newell/pdf"">PDF</a>",2789,04135.jpg,,1754,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,13.34,9.96,3.76,79.25,2.13,9979.0,4672.0,17.45,46.82,281.66,89,52,1973.0,96.0,2220,33.29,1.76,1.93,17.07,5.56,14.69,4.33,,,47.45,31.79,17.45,17.95,"<a class="""" href=""https://sailboatdata.com/sailboat/columbia-43-miii/pdf"">PDF</a>",1272,01898.jpg,,624,159,,98,12,157,92,,106,-1,,,,,,
4,12,5.0,,2.5,19.14,0.52,129.0,,76.36,,,87,-1,2010.0,,828,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/viper-f16/pdf"">PDF</a>",6771,10005.jpg,0.11,232,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,35,17.3,14.85,4.99,126.91,2.2,21500.0,5900.0,16.76,27.44,182.98,89,-1,2010.0,,88,34.63,1.81,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/amel-55/pdf"">PDF</a>",192,00282.jpg,,130,-1,,-1,12,9,335,,350,-1,,,,,21.3,
16,30,11.28,7.5,2.74,44.97,1.75,5500.0,,14.72,,363.16,89,-1,1968.0,,1220,35.48,1.57,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/alpa-a11/pdf"">PDF</a>",174,00258.jpg,,113,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
10,13,3.58,,1.32,7.25,0.74,64.0,,46.31,,,89,-1,1968.0,,-1,,3.34,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/electron-12/pdf"">PDF</a>",1979,02924.jpg,0.15,973,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,8.32,6.6,2.59,33.35,1.37,2118.0,840.0,20.62,39.67,205.4,89,-1,1973.0,,1837,17.86,2.04,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/verl-27/pdf"">PDF</a>",6692,09893.jpg,,2794,-1,,141,48,181,-1,,-1,-1,,,,,,
40,9,9.14,7.37,3.2,37.63,1.12,3629.0,1361.0,16.25,37.5,252.94,89,-1,1982.0,46.0,2170,20.82,2.1,2.06,10.58,3.63,9.14,3.96,,,19.18,18.12,16.11,11.18,"<a class="""" href=""https://sailboatdata.com/sailboat/island-packet-26-mkii/pdf"">PDF</a>",3306,04943.jpg,,2686,-1,1984.0,176,12,33,286,1.85,74,-1,,,,,11.58,
19,13,10.7,7.14,2.58,50.82,1.2,3300.0,,23.38,,252.83,375,-1,2011.0,,738,24.29,1.75,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/eagle-36/pdf"">PDF</a>",1915,02822.jpg,,1536,341,2018.0,143,12,13,195,,204,-1,,,,,13.3,
16,20,21.95,15.24,4.44,,2.97,33566.0,16103.0,,47.97,264.29,545,52,1912.0,9.0,1546,56.98,1.39,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/new-york-yacht-club-50/pdf"">PDF</a>",4398,06529.jpg,,1198,-1,1913.0,-1,-1,-1,-1,,-1,-1,,,,,,
3,13,18.75,17.32,9.61,204.6,2.3,13000.0,,37.78,,69.75,89,-1,2011.0,,1963,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/fastcat-605/pdf"">PDF</a>",2255,03339.jpg,1.5,73,-1,,-1,35,99,-1,,-1,-1,1.04,,,,27.6,
23,30,9.04,7.98,2.97,36.05,1.65,3181.0,1000.0,17.0,31.42,174.71,89,-1,1983.0,520.0,1142,19.18,2.04,3.02,11.2,3.61,9.65,3.28,,,20.21,15.82,16.99,11.77,"<a class="""" href=""https://sailboatdata.com/sailboat/first-29-beneteau/pdf"">PDF</a>",2373,03525.jpg,,300,28,1989.0,143,12,-1,135,,377,-1,,,,,,
34,13,5.79,4.85,2.36,15.51,1.42,907.0,227.0,16.87,25.0,221.29,89,81,1993.0,,988,11.99,2.46,2.45,6.4,2.06,6.76,2.64,,,6.58,8.93,16.87,6.72,"<a class="""" href=""https://sailboatdata.com/sailboat/hunter-19-2/pdf"">PDF</a>",3061,04563.jpg,0.36,1270,-1,1996.0,-1,-1,-1,-1,,69,-1,,,,,8.94,
19,13,14.77,12.75,4.61,102.0,2.1,14000.0,3900.0,17.93,27.86,188.26,109,8,2015.0,,183,29.25,1.93,2.81,18.45,5.22,17.35,5.4,,,48.16,46.85,16.7,19.17,"<a class="""" href=""https://sailboatdata.com/sailboat/wauquiez-pilot-saloon-48-2/pdf"">PDF</a>",6863,10139.jpg,,2853,-1,,176,12,9,279,2.0,285,-1,,,,,19.6,
8,24,5.12,4.67,1.89,13.84,1.17,599.0,,19.85,,163.57,591,-1,1989.0,,1226,11.35,2.27,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/norfolk-oyster/pdf"">PDF</a>",4509,06697.jpg,0.25,1915,-1,,-1,62,134,-1,,-1,-1,,,,,,
5,12,11.7,,6.79,75.9,1.27,11672.0,,15.06,,,89,-1,2013.0,,2127,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-39/pdf"">PDF</a>",3569,05329.jpg,,1500,-1,,-1,24,138,197,,276,-1,,,,,18.41,
42,9,9.75,8.38,3.35,65.5,1.52,8845.0,2994.0,15.63,33.85,418.59,89,-1,1971.0,25.0,2192,42.85,1.64,0.98,13.41,5.58,11.67,4.82,,,37.4,28.11,15.63,14.52,"<a class="""" href=""https://sailboatdata.com/sailboat/kendall-32/pdf"">PDF</a>",3498,05223.jpg,,1455,-1,,143,12,-1,-1,,-1,-1,,,,,,
24,30,8.23,7.29,2.84,31.68,1.58,2767.0,1089.0,16.39,39.34,198.97,89,42,1975.0,480.0,1781,19.38,2.05,2.65,11.03,3.29,9.14,2.96,,,18.16,13.52,16.39,11.51,"<a class="""" href=""https://sailboatdata.com/sailboat/cs-27/pdf"">PDF</a>",1541,02285.jpg,,452,655,1983.0,176,12,-1,-1,,-1,-1,,,,,11.51,
63,28,11.02,8.51,3.57,51.1,1.37,6677.0,2722.0,14.7,40.76,301.94,89,-1,1974.0,24.0,490,28.28,1.91,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mirage-37-feltham/pdf"">PDF</a>",4071,06063.jpg,,1764,10,,124,12,-1,92,,106,-1,,,,,,
23,30,8.24,6.86,2.74,32.33,1.3,2268.0,1043.0,19.1,46.0,195.96,89,39,1967.0,210.0,747,17.35,2.11,3.0,10.29,3.43,8.38,3.51,,,17.64,14.69,19.1,10.84,"<a class="""" href=""https://sailboatdata.com/sailboat/santana-27/pdf"">PDF</a>",5436,08078.jpg,,2832,-1,1974.0,-1,-1,-1,-1,,-1,-1,,,,,,
65,1,11.35,9.75,3.83,63.55,1.52,6804.0,2449.0,18.06,36.0,204.36,89,52,1996.0,,986,23.69,2.04,2.77,14.63,3.94,14.94,4.65,,,28.81,34.71,18.05,15.15,"<a class="""" href=""https://sailboatdata.com/sailboat/hunter-376/pdf"">PDF</a>",3114,04654.jpg,,1271,-1,,176,12,126,66,,156,-1,,,,,18.31,
16,13,9.14,7.01,2.54,39.86,1.45,4536.0,1542.0,14.84,34.0,366.92,506,52,1938.0,20.0,1972,36.56,1.55,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/islander-30-hinckley-1938/pdf"">PDF</a>",3341,05000.jpg,,1182,169,,49,48,-1,345,,384,-1,,,,,,
5,13,12.19,11.61,7.59,104.98,0.98,5030.0,,36.48,,89.51,89,-1,1993.0,,74,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/norseman-400-simonis/pdf"">PDF</a>",4518,06710.jpg,,1902,110,,176,23,161,216,,335,-1,0.99,,,,,
16,13,11.51,7.32,2.13,35.12,1.6,2948.0,1633.0,17.42,55.38,209.91,506,-1,1946.0,30.0,63,26.73,1.5,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/us-one-design/pdf"">PDF</a>",6621,09791.jpg,,2187,-1,1948.0,-1,-1,-1,-1,,-1,-1,,,,,,
63,9,13.7,12.82,4.5,53.51,1.95,9200.0,,12.44,,121.69,441,-1,2008.0,,1428,20.26,2.17,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/rm-1350/pdf"">PDF</a>",5218,07764.jpg,,2245,-1,,143,12,-1,132,,276,-1,,,,,20.51,
10,19,,,,21.18,,,,,,,506,71,1913.0,40.0,247,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/atlantic-city-catboat-1913/pdf"">PDF</a>",337,00484.jpg,,2507,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,13.79,10.49,3.76,75.44,1.31,11340.0,5579.0,15.26,49.2,273.69,89,39,1974.0,,2220,36.15,1.69,1.81,15.88,5.56,13.72,4.57,,,44.14,31.35,15.27,16.83,"<a class="""" href=""https://sailboatdata.com/sailboat/coronado-45/pdf"">PDF</a>",1489,02211.jpg,,696,-1,1975.0,98,12,157,137,,194,-1,,,,,,
12,13,4.4,4.22,1.42,11.52,1.07,77.0,,64.69,,28.69,89,-1,1978.0,8200.0,649,2.4,3.37,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/laser-2/pdf"">PDF</a>",3632,05416.jpg,0.1,2775,-1,1987.0,-1,-1,-1,-1,,-1,-1,,,,,,
16,13,9.32,6.55,1.98,35.02,1.45,2068.0,1286.0,22.0,62.18,204.79,550,52,1929.0,,2155,24.02,1.57,3.18,7.99,2.68,10.49,4.63,,,10.71,24.29,21.99,8.42,"<a class="""" href=""https://sailboatdata.com/sailboat/atlantic-burgess/pdf"">PDF</a>",330,00475.jpg,,470,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
21,32,17.02,14.93,4.8,134.06,2.3,29000.0,10300.0,14.51,35.52,242.9,350,-1,2017.0,,584,49.27,1.58,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/discovery-54/pdf"">PDF</a>",1728,02555.jpg,,792,-1,,176,12,39,242,,347,-1,,,,,24.4,
25,30,11.89,9.45,3.56,63.73,1.7,8165.0,2994.0,16.04,36.67,269.74,89,52,1972.0,20.0,749,31.58,1.78,1.91,15.24,4.88,13.41,3.96,,,37.16,26.57,16.04,16.0,"<a class="""" href=""https://sailboatdata.com/sailboat/santana-39/pdf"">PDF</a>",5442,08087.jpg,,2833,-1,1979.0,98,12,157,71,,90,-1,,,,,,
19,13,10.67,9.6,3.28,74.51,2.31,2971.0,1145.0,36.77,38.55,93.55,89,52,1998.0,48.0,1557,13.15,2.3,6.5,12.89,3.81,13.55,5.66,4.5,13.6,24.56,38.34,31.04,13.44,"<a class="""" href=""https://sailboatdata.com/sailboat/1d-35/pdf"">PDF</a>",4,00007.jpg,,502,73,2001.0,176,12,46,215,1.62,92,-1,,,,,,
10,13,6.1,,1.8,18.58,,130.0,,73.62,,,550,-1,1951.0,,2109,,3.58,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/flying-dutchman/pdf"">PDF</a>",2456,03657.jpg,,-1,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
24,30,7.92,6.48,2.59,26.76,1.17,2359.0,953.0,15.4,40.38,241.92,89,-1,1975.0,,1171,20.48,1.97,2.09,9.53,3.17,8.99,2.59,,,15.1,11.65,15.39,10.04,"<a class="""" href=""https://sailboatdata.com/sailboat/nash-26/pdf"">PDF</a>",4317,06411.jpg,,1342,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
24,30,7.74,7.0,2.47,27.96,1.4,1800.0,907.0,19.27,50.4,146.16,582,52,1976.0,,55,15.95,2.05,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/tracker-77/pdf"">PDF</a>",6501,09624.jpg,,706,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
34,29,11.51,7.62,3.22,51.84,2.35,6804.0,2563.0,14.73,37.67,428.57,89,52,1960.0,21.0,2218,34.74,1.72,0.89,11.73,4.63,10.06,4.91,,,27.18,24.68,14.74,12.62,"<a class="""" href=""https://sailboatdata.com/sailboat/invicta-tripp/pdf"">PDF</a>",3261,04874.jpg,1.37,2064,320,1965.0,133,48,62,345,,-1,-1,,4.88,2.5,,,
9,19,5.54,5.41,2.44,24.15,,1134.0,227.0,22.64,20.0,199.57,89,52,1971.0,,860,13.54,2.36,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/herreshoff-america/pdf"">PDF</a>",2951,04402.jpg,0.56,1943,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
42,21,11.07,8.33,2.74,54.16,1.42,5670.0,2000.0,17.38,35.27,273.37,350,43,1979.0,,492,34.51,1.55,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/tamarisk-29/pdf"">PDF</a>",6314,09363.jpg,,1911,-1,,19,12,62,286,,71,-1,,,,,,
19,13,12.0,10.88,3.74,63.8,1.95,6100.0,1900.0,19.5,31.15,131.95,89,-1,2019.0,,1943,20.03,2.07,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/viko-s-35/pdf"">PDF</a>",6748,09970.jpg,,2809,-1,,176,12,33,-1,,-1,-1,,,,,,
40,30,7.2,6.1,2.52,23.23,1.0,2500.0,1000.0,12.86,40.0,307.13,89,39,1973.0,659.0,1636,24.21,1.88,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lm-24/pdf"">PDF</a>",3722,05546.jpg,,1565,378,1984.0,19,12,0,337,,377,-1,,,,,,
56,30,12.04,10.52,8.23,69.68,1.22,2722.0,,36.45,,65.23,153,-1,1970.0,,1384,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/kraken-40/pdf"">PDF</a>",3547,05297.jpg,0.53,2776,-1,,-1,-1,-1,-1,,-1,-1,1.04,,,,,
18,13,10.3,8.97,3.28,61.7,2.2,2800.0,1140.0,31.67,40.71,108.11,350,52,2019.0,,1278,13.11,2.35,5.28,12.2,4.11,12.0,3.9,,,25.07,23.41,24.88,12.87,"<a class="""" href=""https://sailboatdata.com/sailboat/dehler-30od/pdf"">PDF</a>",1644,02426.jpg,,760,-1,,-1,12,0,131,,204,-1,,,,,14.3,
40,28,9.14,7.5,3.15,30.65,1.3,6604.0,,8.89,,436.06,350,-1,1974.0,,2242,38.24,1.7,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/northeaster-30/pdf"">PDF</a>",4544,06744.jpg,,939,537,1979.0,150,12,126,123,,127,-1,,,,,,
36,13,8.15,7.7,2.45,31.96,1.83,1250.0,380.0,28.07,30.41,76.43,89,-1,1992.0,,30,10.32,2.3,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/clubman-8/pdf"">PDF</a>",1213,01814.jpg,0.23,230,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
40,35,14.53,11.28,3.94,96.99,2.26,19051.0,5996.0,13.88,31.48,370.17,506,52,1966.0,,140,53.47,1.49,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/radiant-48-robb/pdf"">PDF</a>",5110,07603.jpg,,2776,-1,,-1,12,157,-1,,-1,-1,,,,,,
65,30,10.5,9.48,3.8,59.0,1.53,5300.0,2080.0,19.8,39.25,173.41,89,-1,1997.0,,1132,19.53,2.2,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/oceanis-351-1997-version-beneteau/pdf"">PDF</a>",4596,06822.jpg,,299,-1,1999.0,-1,12,77,333,1.9,205,-1,,,,,,
34,13,7.47,4.57,2.06,31.59,1.68,1270.0,454.0,27.45,35.71,370.37,582,-1,1922.0,,1549,19.04,1.92,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/watch-hill-15/pdf"">PDF</a>",6840,10107.jpg,0.76,1194,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
